file,replicate,time,border_l,border_r,offset_l,offset_r,displacement,zoom,strain,mid_height,max_height,min_height,width,hL,hR,avg_height,std_height,forward_change,smooth_height,slope,slope_error,order
bgt127_170.datx,B,23.2,4339,32655,1.0,0.0,5842,50,bgt127,133.303,159.324,-0.001,4.916,14240,25759,138.316,3.931,6.122,138.181,3.806,0.175,57
bgt127_173.datx,B,23.68,4220,32765,1.0,0.0,5727,50,bgt127,136.366,161.876,-0.001,4.956,14240,25759,141.227,3.807,1.261,140.058,4.025,0.181,58
bgt127_176.datx,B,24.16,4107,32883,1.0,0.0,5612,50,bgt127,136.839,162.388,-0.002,4.996,14240,25759,141.842,3.928,3.875,142.079,4.047,0.182,59
bgt127_179.datx,B,24.65,3989,32995,1.0,0.0,5497,50,bgt127,138.636,164.814,-0.002,5.036,14240,25759,143.73,3.982,2.417,144.117,3.963,0.17,60
bgt127_182.datx,B,25.14,3875,33112,1.0,0.0,5381,50,bgt127,139.751,166.114,-0.001,5.076,14240,25759,144.909,4.023,7.286,146.034,3.942,0.17,61
bgt127_185.datx,B,25.63,3764,33229,1.0,0.0,5267,50,bgt127,143.395,168.902,-0.003,5.116,14240,25759,148.467,3.932,3.641,147.942,3.896,0.171,62
bgt127_188.datx,B,26.11,3648,33344,1.0,0.0,5152,50,bgt127,145.165,170.726,-0.003,5.156,14240,25759,150.243,3.957,3.612,149.759,4.066,0.129,63
bgt127_191.datx,B,26.6,3537,33467,1.0,-0.5,5035,50,bgt127,146.973,172.414,-0.502,5.196,14240,25759,152.005,3.943,3.344,151.7,4.018,0.133,64
bgt127_194.datx,B,27.09,3413,33560,1.0,-0.5,4926,50,bgt127,148.608,174.369,-0.502,5.234,14240,25759,153.638,3.914,3.645,153.547,3.838,0.158,65
bgt127_197.datx,B,27.58,3319,33694,1.0,0.0,4812,50,bgt127,150.379,176.715,-0.002,5.274,14240,25759,155.416,3.892,4.447,155.595,3.702,0.092,66
bgt127_200.datx,B,28.06,3209,33817,1.0,0.0,4696,50,bgt127,152.58,178.489,-0.002,5.314,14240,25759,157.585,3.887,3.533,157.29,3.595,0.117,67
bgt127_203.datx,B,28.55,3085,33901,1.0,0.0,4592,50,bgt127,154.34,180.24,-0.002,5.35,14240,25759,159.309,3.856,2.119,159.112,3.67,0.126,68
bgt127_206.datx,B,29.04,2990,34013,1.0,0.0,4488,50,bgt127,155.418,181.468,-0.002,5.386,14240,25759,160.344,3.834,6.159,160.884,3.662,0.127,69
bgt127_209.datx,B,29.53,2884,34142,1.0,0.0,4371,50,bgt127,158.463,184.112,-0.002,5.427,14240,25759,163.351,3.771,0.779,162.42,3.322,0.223,70
bgt127_212.datx,B,30.02,2779,34251,1.0,0.0,4264,50,bgt127,158.83,184.702,-0.002,5.464,14240,25759,163.733,3.807,5.986,163.974,3.074,0.226,71
bgt127_215.datx,B,30.51,2676,35130,1.0,0.0,3773,50,bgt127,161.819,188.328,-0.015,5.634,14240,25759,166.656,3.961,2.642,165.228,2.654,0.294,72
bgt127_218.datx,B,31.0,2579,34538,1.0,0.0,4020,50,bgt127,163.105,188.838,-0.002,5.549,14240,25759,167.944,3.77,-0.995,166.604,2.529,0.28,73
bgt127_221.datx,B,31.48,2475,34555,1.0,0.0,3960,50,bgt127,162.67,188.119,-0.002,5.57,14240,25759,167.458,3.779,3.907,168.031,2.36,0.236,74
bgt127_224.datx,B,31.97,2370,34633,1.0,0.5,3868,50,bgt127,164.661,189.151,0.498,5.601,14240,25759,169.366,3.709,-1.007,169.188,2.345,0.304,75
bgt127_227.datx,B,32.46,2268,34724,1.0,2.5,3772,50,bgt127,164.096,188.882,1.0,5.635,14240,25759,168.875,3.819,5.806,170.027,1.764,0.312,76
bgt127_230.datx,B,32.95,2161,34798,1.0,4.5,3681,50,bgt127,166.98,190.626,1.0,5.666,14240,25759,171.707,3.85,3.028,170.71,1.594,0.316,77
bgt127_233.datx,B,33.44,2054,34870,1.0,5.0,3592,50,bgt127,168.592,191.862,1.0,5.697,14240,25759,173.184,3.706,-2.193,171.508,1.718,0.295,78
bgt127_236.datx,B,34.06,7690,40737,3.0,11.0,3476,50,bgt127,166.921,192.717,3.0,5.737,14240,25759,171.816,3.986,1.684,172.485,1.395,0.349,79
bgt127_239.datx,B,34.7,7548,40826,0.0,0.0,3361,50,bgt127,168.092,193.663,-0.002,5.778,14240,25759,172.888,3.915,3.047,173.498,1.004,0.328,80
bgt127_242.datx,B,35.38,7399,40958,0.0,14.0,3220,50,bgt127,170.269,195.245,0.0,5.826,14240,25759,174.962,3.881,-0.209,174.507,1.293,0.356,81
bgt127_245.datx,B,36.06,7248,41025,0.0,16.0,3111,50,bgt127,170.118,194.653,0.0,5.864,14240,25759,174.82,4.06,3.08,175.293,1.629,0.205,82
bgt127_248.datx,B,36.74,7108,41144,0.0,18.0,2982,50,bgt127,172.311,196.407,0.0,5.909,14240,25759,176.914,3.994,0.291,176.686,1.709,0.363,83
bgt127_251.datx,B,37.41,6975,41242,0.0,21.0,2866,50,bgt127,172.491,197.167,0.0,5.949,14240,25759,177.111,4.028,3.693,177.71,1.949,0.283,84
bgt127_254.datx,B,38.09,6839,41331,0.0,24.0,2754,50,bgt127,175.058,198.775,0.0,5.988,14240,25759,179.62,4.081,0.688,179.168,1.968,0.287,85
bgt127_257.datx,B,38.77,6712,41444,0.0,27.0,2634,50,bgt127,175.416,200.049,0.0,6.03,14240,25759,180.088,4.088,2.976,180.76,2.65,0.313,86
bgt127_260.datx,B,39.45,6580,41528,0.0,29.0,2526,50,bgt127,177.564,201.376,0.0,6.067,14240,25759,182.108,4.064,4.065,182.477,2.494,0.32,87
bgt127_263.datx,B,40.13,6455,41613,0.0,33.0,2421,50,bgt127,180.39,204.075,0.0,6.104,14240,25759,184.868,4.037,1.222,183.845,2.408,0.357,88
bgt127_266.datx,B,40.81,6337,41700,0.0,34.0,2318,50,bgt127,181.249,204.626,0.0,6.14,14240,25759,185.698,4.012,1.132,185.423,1.963,0.294,89
bgt127_269.datx,B,41.49,6204,41804,0.0,38.0,2200,50,bgt127,182.08,205.509,0.0,6.181,14240,25759,186.467,4.003,2.221,186.964,1.791,0.204,90
bgt127_272.datx,B,42.17,6081,41902,0.0,39.0,2089,50,bgt127,183.555,207.058,0.0,6.219,14240,25759,187.974,3.995,2.703,188.61,2.675,0.395,91
bgt127_275.datx,B,42.85,5947,41958,0.0,44.0,1994,50,bgt127,185.443,209.513,0.0,6.252,14240,25759,189.808,3.88,4.853,190.352,3.096,0.258,92
bgt127_278.datx,B,43.53,5824,42052,0.0,47.0,1886,50,bgt127,188.876,211.878,0.0,6.29,14240,25759,193.109,3.906,1.921,192.184,2.927,0.32,93
bgt127_281.datx,B,44.2,5696,42153,0.0,52.0,1771,50,bgt127,190.161,213.753,0.0,6.329,14240,25759,194.413,3.909,1.763,193.98,2.474,0.345,94
bgt127_284.datx,B,44.88,5569,42227,0.0,57.0,1671,50,bgt127,191.392,216.011,0.0,6.364,14240,25759,195.61,3.77,1.983,195.835,2.136,0.151,95
bgt127_287.datx,B,45.56,5440,42308,0.0,60.0,1566,50,bgt127,192.744,217.49,0.0,6.401,14240,25759,196.955,3.779,3.139,197.325,2.325,0.136,96
bgt127_290.datx,B,46.24,5317,42393,0.0,63.0,1462,50,bgt127,194.848,219.52,0.0,6.437,14240,25759,199.084,3.747,2.178,198.912,2.519,0.089,97
bgt127_293.datx,B,46.92,5193,42483,0.0,65.0,1355,50,bgt127,196.324,221.162,0.0,6.474,14240,25759,200.564,3.766,2.636,200.448,2.346,0.166,98
bgt127_296.datx,B,47.6,5052,42513,0.0,69.0,1269,50,bgt127,198.237,222.758,0.0,6.504,14240,25759,202.354,3.736,1.37,202.041,2.119,0.177,99
bgt127_299.datx,B,48.28,4940,42623,0.0,72.0,1158,50,bgt127,199.161,224.279,0.0,6.542,14240,25759,203.283,3.709,NaN,203.426,2.003,0.366,100
bgt127_003.datx,C,0.63,8436,26905,0.0,0.0,10765,50,bgt127,-0.627,3.722,-0.797,3.206,14240,25759,-0.538,0.139,2.947,0.193,-0.048,0.36,1
bgt127_006.datx,C,0.96,8427,26911,0.0,0.0,10758,50,bgt127,0.417,4.759,-0.251,3.209,14240,25759,0.414,0.199,1.922,0.216,-0.168,0.277,2
bgt127_009.datx,C,1.28,8423,26922,0.0,0.0,10750,50,bgt127,1.063,6.01,-0.293,3.212,14240,25759,1.037,0.196,-3.661,0.162,-0.172,0.214,3
bgt127_012.datx,C,1.6,8404,26933,0.0,0.0,10735,50,bgt127,-0.227,7.7,-0.719,3.217,14240,25759,-0.149,0.359,1.196,0.12,-0.046,0.186,4
bgt127_015.datx,C,1.93,8391,26949,0.0,0.0,10721,50,bgt127,0.154,9.748,-0.529,3.222,14240,25759,0.239,0.211,0.742,0.17,0.156,0.191,5
bgt127_018.datx,C,2.25,8365,26972,0.0,0.0,10696,50,bgt127,0.248,12.026,-0.513,3.23,14240,25759,0.48,0.369,-2.9,0.467,0.611,0.307,6
bgt127_021.datx,C,2.58,8330,26999,0.0,0.0,10665,50,bgt127,-0.927,14.284,-1.155,3.241,14240,25759,-0.46,0.408,0.243,0.84,0.843,0.292,7
bgt127_024.datx,C,2.9,8298,27036,0.0,0.0,10631,50,bgt127,-1.017,16.649,-1.221,3.253,14240,25759,-0.381,0.395,0.602,1.302,1.15,0.331,8
bgt127_027.datx,C,3.22,8262,27080,0.0,0.0,10591,50,bgt127,-1.087,18.985,-1.291,3.267,14240,25759,-0.186,0.479,2.163,1.766,1.568,0.339,9
bgt127_030.datx,C,3.55,8214,27126,0.0,0.0,10544,50,bgt127,-0.37,21.063,-0.643,3.283,14240,25759,0.518,0.53,2.892,2.309,2.122,0.312,10
bgt127_033.datx,C,3.87,8151,27173,0.0,0.0,10489,50,bgt127,0.315,23.382,0.0,3.302,14240,25759,1.455,0.674,8.972,2.895,2.356,0.332,11
bgt127_036.datx,C,4.2,8096,27230,0.0,0.0,10433,50,bgt127,3.305,27.275,0.0,3.322,14240,25759,4.361,0.98,-0.707,3.724,2.844,0.285,12
bgt127_039.datx,C,4.52,8044,27297,0.0,0.0,10373,50,bgt127,2.656,29.537,-0.001,3.343,14240,25759,4.132,1.152,4.135,4.767,3.469,0.228,13
bgt127_042.datx,C,4.85,7974,27364,0.0,0.0,10305,50,bgt127,4.123,32.222,0.0,3.366,14240,25759,5.471,1.015,3.0,6.255,4.217,0.336,14
bgt127_045.datx,C,5.17,7900,27429,0.0,1.0,10235,50,bgt127,4.913,35.757,0.0,3.39,14240,25759,6.445,1.19,5.021,8.08,5.083,0.467,15
bgt127_048.datx,C,5.49,7805,27491,0.0,1.0,10157,50,bgt127,6.251,38.66,0.0,3.418,14240,25759,8.071,1.51,3.412,10.275,6.07,0.613,16
bgt127_051.datx,C,5.94,7701,27620,0.0,0.0,10040,50,bgt127,7.098,42.323,0.0,3.458,14240,25759,9.58,1.951,8.331,13.687,7.996,0.741,17
bgt127_054.datx,C,6.26,7596,27681,0.0,0.0,9957,50,bgt127,8.757,45.553,0.0,3.487,14240,25759,12.25,2.509,13.553,16.093,9.094,0.645,18
bgt127_057.datx,C,6.58,7517,27780,0.0,0.0,9868,50,bgt127,12.893,48.828,0.0,3.518,14240,25759,16.595,2.552,12.725,18.909,10.094,0.583,19
bgt127_060.datx,C,6.9,7424,27868,0.0,0.0,9778,50,bgt127,16.325,52.446,0.0,3.549,14240,25759,20.674,2.953,14.513,21.953,11.05,0.471,20
bgt127_063.datx,C,7.22,7323,27946,0.0,0.0,9688,50,bgt127,20.545,55.863,0.0,3.58,14240,25759,25.326,3.126,10.898,25.15,11.626,0.325,21
bgt127_066.datx,C,7.54,7232,28030,0.0,0.0,9601,50,bgt127,23.769,58.594,0.0,3.611,14240,25759,28.819,3.149,12.29,28.404,11.785,0.262,22
bgt127_069.datx,C,7.86,7152,28141,0.0,0.0,9505,50,bgt127,27.925,61.448,0.0,3.644,14240,25759,32.759,3.066,9.708,31.849,11.34,0.339,23
bgt127_072.datx,C,8.18,7064,28213,0.0,0.0,9425,50,bgt127,30.833,64.242,0.0,3.672,14240,25759,35.876,3.228,14.978,35.248,10.907,0.395,24
bgt127_075.datx,C,8.5,6963,28292,0.0,0.0,9335,50,bgt127,36.019,67.434,0.0,3.703,14240,25759,40.677,2.994,13.206,38.868,10.624,0.424,25
bgt127_078.datx,C,8.82,6890,28384,0.0,0.0,9253,50,bgt127,40.472,70.125,0.0,3.732,14240,25759,44.925,2.914,7.23,42.203,10.128,0.388,26
bgt127_081.datx,C,9.14,6805,28468,0.0,0.0,9168,50,bgt127,42.583,72.595,0.0,3.761,14240,25759,47.243,3.094,5.07,45.342,9.552,0.348,27
bgt127_084.datx,C,9.46,6700,28540,0.0,0.0,9080,50,bgt127,43.896,74.288,0.0,3.792,14240,25759,48.868,3.363,5.193,48.488,9.31,0.374,28
bgt127_087.datx,C,9.78,6611,28626,0.0,0.0,8992,50,bgt127,45.279,76.047,0.0,3.822,14240,25759,50.53,3.572,10.008,51.505,8.991,0.305,29
bgt127_090.datx,C,10.15,6508,28721,0.0,0.0,8893,50,bgt127,49.077,79.0,-0.0,3.856,14240,25759,54.227,3.54,11.033,54.785,8.658,0.257,30
bgt127_093.datx,C,10.64,6374,28848,0.0,0.0,8763,50,bgt127,54.727,83.155,0.0,3.902,14240,25759,59.603,3.392,6.891,59.095,8.339,0.206,31
bgt127_096.datx,C,11.13,6252,28985,0.0,0.0,8633,50,bgt127,58.019,86.63,0.0,3.947,14240,25759,62.96,3.526,10.199,62.925,8.305,0.197,32
bgt127_099.datx,C,11.62,6112,29111,0.0,0.0,8500,50,bgt127,63.294,90.586,0.0,3.993,14240,25759,67.923,3.38,6.637,66.902,8.409,0.211,33
bgt127_102.datx,C,12.1,5962,29218,0.0,0.0,8372,50,bgt127,66.497,94.351,0.0,4.038,14240,25759,71.157,3.48,8.838,70.925,8.024,0.197,34
bgt127_105.datx,C,12.59,5826,29349,0.0,0.0,8238,50,bgt127,70.792,98.181,0.0,4.084,14240,25759,75.473,3.572,5.463,74.867,7.725,0.149,35
bgt127_108.datx,C,13.08,5692,29477,0.0,0.0,8107,50,bgt127,73.407,101.267,0.0,4.129,14240,25759,78.134,3.686,10.284,78.5,7.502,0.179,36
bgt127_111.datx,C,13.57,5560,29602,0.0,0.0,7979,50,bgt127,78.703,105.32,0.0,4.174,14240,25759,83.157,3.507,5.345,82.202,7.268,0.138,37
bgt127_114.datx,C,14.05,5447,29745,0.0,0.0,7851,50,bgt127,81.129,108.649,0.0,4.218,14240,25759,85.761,3.718,7.952,85.595,7.055,0.176,38
bgt127_117.datx,C,14.54,5303,29845,0.0,0.0,7729,50,bgt127,85.227,111.598,0.0,4.261,14240,25759,89.635,3.557,5.497,89.03,6.845,0.158,39
bgt127_120.datx,C,15.03,5189,29985,0.0,0.0,7602,50,bgt127,87.633,115.095,-0.0,4.305,14240,25759,92.31,3.791,8.013,92.249,6.642,0.18,40
bgt127_123.datx,C,15.51,5059,30097,0.0,0.0,7481,50,bgt127,91.694,118.498,0.0,4.347,14240,25759,96.214,3.716,4.63,95.561,6.377,0.103,41
bgt127_126.datx,C,16.0,4916,30205,0.0,0.0,7355,50,bgt127,93.776,121.0,0.0,4.391,14240,25759,98.468,3.903,7.415,98.516,6.2,0.147,42
bgt127_129.datx,C,16.49,4800,30345,0.0,0.0,7227,50,bgt127,97.525,124.129,0.0,4.435,14240,25759,102.089,3.824,4.91,101.503,5.941,0.135,43
bgt127_132.datx,C,16.98,4662,30450,0.0,0.0,7106,50,bgt127,99.813,126.924,0.0,4.477,14240,25759,104.478,3.934,7.13,104.448,5.917,0.132,44
bgt127_135.datx,C,17.46,4534,30563,0.0,0.0,6985,50,bgt127,103.251,129.861,-0.001,4.519,14240,25759,107.948,3.938,3.745,107.221,5.6,0.151,45
bgt127_138.datx,C,17.95,4424,30692,1.0,1.0,6866,50,bgt127,105.067,132.083,1.0,4.56,14240,25759,109.772,4.005,5.762,109.767,5.346,0.202,46
bgt127_141.datx,C,18.43,4296,30821,0.0,0.0,6737,50,bgt127,107.923,134.738,0.0,4.605,14240,25759,112.567,3.996,7.341,112.358,5.071,0.174,47
bgt127_144.datx,C,18.92,4173,30944,0.0,0.0,6614,50,bgt127,111.586,138.047,0.0,4.648,14240,25759,116.144,3.928,2.338,114.923,5.063,0.173,48
bgt127_147.datx,C,19.41,3155,30160,0.0,0.0,6497,50,bgt127,112.659,139.262,0.0,4.688,14240,25759,117.281,4.012,3.763,117.408,4.906,0.156,49
bgt127_150.datx,C,19.9,3921,31169,0.0,0.0,6376,50,bgt127,114.409,141.66,0.0,4.731,14240,25759,119.114,4.12,5.663,119.661,4.765,0.181,50
bgt127_153.datx,C,20.38,3782,31254,0.0,0.0,6264,50,bgt127,117.181,144.187,0.0,4.77,14240,25759,121.87,4.104,6.728,122.018,4.622,0.164,51
bgt127_156.datx,C,20.87,3672,31398,0.0,-1.0,6137,50,bgt127,120.573,146.848,-0.998,4.814,14240,25759,125.152,4.005,3.488,124.346,4.574,0.156,52
bgt127_159.datx,C,21.36,3553,31520,0.0,0.0,6016,50,bgt127,122.313,148.603,0.0,4.855,14240,25759,126.857,4.023,2.808,126.521,4.718,0.128,53
bgt127_162.datx,C,21.85,3431,31621,0.0,0.0,5905,50,bgt127,123.663,150.067,0.0,4.894,14240,25759,128.226,4.034,5.694,128.868,4.765,0.132,54
bgt127_165.datx,C,22.33,3299,31728,0.0,0.0,5785,50,bgt127,126.519,152.73,0.0,4.936,14240,25759,130.997,3.998,5.125,131.107,4.526,0.143,55
bgt127_168.datx,C,22.82,3189,31858,-1.0,-1.0,5665,50,bgt127,129.038,155.045,-1.0,4.977,14240,25759,133.494,3.952,4.445,133.234,4.304,0.153,56
bgt127_171.datx,C,23.31,3068,31971,1.0,1.0,5548,50,bgt127,131.147,157.113,1.0,5.018,14240,25759,135.659,4.007,5.665,135.286,4.344,0.149,57
bgt127_174.datx,C,23.78,2953,32095,0.0,0.0,5429,50,bgt127,133.893,159.426,0.0,5.059,14240,25759,138.354,3.957,1.824,137.303,4.293,0.153,58
bgt127_177.datx,C,24.27,2827,32208,0.0,0.0,5309,50,bgt127,134.796,160.821,0.0,5.101,14240,25759,139.243,3.974,3.558,139.423,4.091,0.119,59
bgt127_180.datx,C,24.76,2707,32317,1.0,1.0,5195,50,bgt127,136.504,162.457,1.0,5.141,14240,25759,140.976,4.003,5.325,141.455,3.985,0.101,60
bgt127_183.datx,C,25.25,2592,32443,0.0,0.0,5074,50,bgt127,139.321,164.404,0.0,5.183,14240,25759,143.574,3.839,3.767,143.386,3.894,0.098,61
bgt127_186.datx,C,25.73,2476,32553,0.0,0.0,4961,50,bgt127,141.141,166.591,0.0,5.222,14240,25759,145.413,3.875,3.776,145.257,3.802,0.1,62
bgt127_189.datx,C,26.22,2236,32572,0.0,0.0,4832,50,bgt127,143.103,168.136,0.0,5.267,14240,25759,147.255,3.807,4.086,146.977,3.794,0.103,63
bgt127_192.datx,C,26.71,1395,31950,-1.0,0.0,4722,50,bgt127,145.028,170.358,-1.0,5.305,14240,25759,149.248,3.874,3.215,148.687,3.519,0.15,64
bgt127_195.datx,C,27.2,2117,32869,0.0,0.0,4624,50,bgt127,146.564,171.266,0.0,5.339,14240,25759,150.818,3.828,3.322,150.426,3.285,0.109,65
bgt127_198.datx,C,27.69,1796,32784,0.0,0.0,4506,50,bgt127,148.208,173.446,0.0,5.38,14240,25759,152.438,3.874,2.864,151.953,3.058,0.12,66
bgt127_201.datx,C,28.17,1050,32234,0.0,0.0,4408,50,bgt127,149.729,174.008,0.0,5.414,14240,25759,153.837,3.766,1.637,153.524,2.977,0.1,67
bgt127_204.datx,C,28.66,716,32234,1.0,0.0,4241,50,bgt127,150.495,174.789,0.034,5.472,14240,25759,154.635,3.806,4.06,155.041,2.915,0.084,68
bgt127_207.datx,C,29.15,860,32452,1.0,0.0,4204,50,bgt127,152.611,176.093,0.003,5.485,14240,25759,156.618,3.689,1.452,156.436,2.85,0.087,69
bgt127_210.datx,C,29.64,710,32507,2.0,0.0,4101,50,bgt127,153.417,177.488,0.003,5.52,14240,25759,157.327,3.662,4.54,157.9,2.922,0.099,70
bgt127_213.datx,C,30.13,569,32560,4.0,0.0,4004,50,bgt127,155.743,179.111,0.003,5.554,14240,25759,159.549,3.588,2.794,159.345,3.014,0.097,71
bgt127_216.datx,C,30.62,501,32700,7.0,0.0,3900,50,bgt127,156.981,181.147,0.003,5.59,14240,25759,160.913,3.697,1.835,160.874,3.202,0.103,72
bgt127_219.datx,C,31.1,482,32865,8.5,0.0,3808,50,bgt127,157.905,182.053,0.003,5.622,14240,25759,161.808,3.715,4.472,162.518,3.308,0.119,73
bgt127_222.datx,C,31.59,450,33029,11.0,-1.0,3710,50,bgt127,160.222,183.652,-0.998,5.656,14240,25759,163.992,3.617,2.902,164.168,3.524,0.109,74
bgt127_225.datx,C,32.08,292,33060,15.5,1.0,3616,50,bgt127,161.544,185.014,1.001,5.689,14240,25759,165.407,3.68,4.487,165.884,3.533,0.141,75
bgt127_228.datx,C,32.57,58,33038,19.0,0.0,3510,50,bgt127,163.821,186.742,0.002,5.726,14240,25759,167.596,3.616,3.783,167.495,3.578,0.119,76
bgt127_231.datx,C,33.06,201,33361,19.5,0.0,3420,50,bgt127,165.775,188.379,0.003,5.757,14240,25759,169.441,3.564,4.143,168.866,3.288,0.229,77
bgt127_234.datx,C,33.54,108,33464,22.0,0.0,3322,50,bgt127,167.852,189.891,0.003,5.791,14240,25759,171.462,3.536,2.29,170.141,2.733,0.282,78
bgt127_237.datx,C,34.2,223,33807,29.5,-0.5,3208,50,bgt127,169.348,191.071,-0.497,5.831,14240,25759,172.978,3.576,0.767,171.967,2.048,0.247,79
bgt127_240.datx,C,34.84,182,34007,30.5,0.0,3087,50,bgt127,169.793,192.022,0.003,5.873,14240,25759,173.468,3.639,1.111,173.365,1.763,0.224,80
bgt127_243.datx,C,35.52,67,34153,35.0,0.0,2957,50,bgt127,170.659,193.235,0.003,5.918,14240,25759,174.222,3.63,2.083,174.701,1.623,0.138,81
bgt127_246.datx,C,36.2,915,35260,35.5,-0.5,2827,50,bgt127,172.117,194.156,-0.495,5.963,14240,25759,175.637,3.646,2.436,176.125,1.902,0.215,82
bgt127_249.datx,C,36.88,873,35463,38.5,-2.5,2705,50,bgt127,173.909,195.652,-2.497,6.005,14240,25759,177.291,3.561,3.032,177.512,2.561,0.092,83
bgt127_252.datx,C,37.56,644,35488,42.0,0.0,2578,50,bgt127,176.029,197.884,0.004,6.049,14240,25759,179.35,3.561,2.52,179.314,2.792,0.07,84
bgt127_255.datx,C,38.24,547,35637,45.5,0.0,2455,50,bgt127,177.751,199.382,0.002,6.092,14240,25759,181.062,3.6,3.195,181.076,2.679,0.125,85
bgt127_258.datx,C,38.92,571,35893,47.5,0.0,2339,50,bgt127,180.003,201.655,0.002,6.132,14240,25759,183.233,3.597,1.788,182.793,2.418,0.14,86
bgt127_261.datx,C,39.6,306,35875,49.0,-1.0,2215,50,bgt127,181.3,202.788,-0.997,6.175,14240,25759,184.447,3.568,2.094,184.427,2.291,0.123,87
bgt127_264.datx,C,40.28,348,36165,52.0,0.0,2091,50,bgt127,182.8,204.316,0.004,6.218,14240,25759,185.868,3.617,2.437,186.236,2.479,0.224,88
bgt127_267.datx,C,40.96,236,36305,54.0,0.0,1965,50,bgt127,184.566,206.281,0.003,6.262,14240,25759,187.525,3.574,3.813,188.041,2.921,0.191,89
bgt127_270.datx,C,41.64,152,36438,56.0,0.0,1857,50,bgt127,187.253,207.74,0.003,6.3,14240,25759,190.113,3.541,3.139,189.802,2.871,0.216,90
bgt127_273.datx,C,42.31,941,37474,58.0,0.0,1733,50,bgt127,189.487,209.369,0.002,6.343,14240,25759,192.244,3.516,1.493,191.66,2.713,0.229,91
bgt127_276.datx,C,42.99,811,37553,61.0,0.0,1629,50,bgt127,190.452,210.56,0.004,6.379,14240,25759,193.258,3.639,2.804,193.414,2.25,0.145,92
bgt127_279.datx,C,43.67,8,37004,63.0,0.0,1502,50,bgt127,192.406,212.09,0.003,6.423,14240,25759,195.16,3.646,1.666,194.858,1.949,0.123,93
bgt127_282.datx,C,44.35,599,37829,64.0,0.0,1385,50,bgt127,193.65,212.968,0.003,6.464,14240,25759,196.291,3.606,1.546,196.078,1.819,0.15,94
bgt127_285.datx,C,45.03,446,37923,65.0,0.0,1261,50,bgt127,194.7,214.108,0.004,6.507,14240,25759,197.341,3.658,1.475,197.3,1.541,0.021,95
bgt127_288.datx,C,45.71,491,38164,71.0,0.0,1163,50,bgt127,195.726,214.949,0.003,6.541,14240,25759,198.341,3.67,1.506,198.258,1.377,0.074,96
bgt127_291.datx,C,46.39,302,38214,72.0,0.0,1044,50,bgt127,196.885,215.744,0.002,6.582,14240,25759,199.364,3.64,0.87,199.128,1.21,0.083,97
bgt127_294.datx,C,47.07,332,38452,72.0,0.0,940,50,bgt127,197.38,216.763,0.002,6.618,14240,25759,199.955,3.76,1.015,199.62,0.618,0.286,98
bgt127_297.datx,C,47.75,118,38446,72.0,-1.0,836,50,bgt127,198.118,217.209,-0.997,6.654,14240,25759,200.644,3.752,-1.245,200.04,0.294,0.375,99
bgt127_300.datx,C,48.42,183,38707,74.0,0.0,738,50,bgt127,197.214,216.855,0.003,6.688,14240,25759,199.799,3.842,NaN,200.055,-0.115,0.652,100
bgt127_D.datx,D,48.82,1153,36426,0.0,0.0,863,50,bgt127,207.628,229.398,0.0,6.124,12740,24259,213.063,5.491,NaN,NaN,NaN,NaN,1
bgt127_E.datx,E,49.08,1280,37426,0.0,0.0,427,50,bgt127,206.927,228.532,0.0,6.275,12740,24259,210.867,4.903,NaN,NaN,NaN,NaN,1
bgt127_F.datx,F,49.26,1812,37015,0.0,0.0,898,50,bgt127,203.958,222.88,0.0,6.112,12740,24259,209.006,5.486,NaN,NaN,NaN,NaN,1
bgt127_G.datx,G,336.8,757,21032,0.0,0.0,8362,10,bgt127,241.9,244.477,-0.001,17.6,17348,19651,238.523,5.213,NaN,NaN,NaN,NaN,1
bgt127_H.datx,H,336.38,806,21242,0.0,0.0,8282,10,bgt127,212.566,212.638,-0.415,17.74,17348,19651,208.557,3.195,NaN,NaN,NaN,NaN,1
bgt127_I.datx,I,336.49,895,22656,0.0,0.0,7619,10,bgt127,207.538,207.645,-1.956,18.89,17348,19651,206.592,0.909,NaN,NaN,NaN,NaN,1
jt305_001.datx,A,0.21,10587,30167,0.0,0.0,10710,50,jt305,0.512,2.404,-0.121,3.399,14740,26259,0.335,0.059,0.03,0.43,-0.186,0.147,1
jt305_004.datx,A,0.57,10594,30178,0.4,0.4,10708,50,jt305,0.495,3.395,0.201,3.4,14740,26259,0.346,0.07,-0.064,0.385,-0.276,0.116,2
jt305_007.datx,A,0.93,10432,30156,0.1,0.1,10638,50,jt305,0.284,3.996,0.042,3.424,14740,26259,0.323,0.096,-0.024,0.286,-0.243,0.088,3
jt305_010.datx,A,1.29,10507,30175,0.0,0.0,10666,50,jt305,0.502,4.716,-0.639,3.415,14740,26259,0.314,0.13,0.41,0.22,-0.156,0.085,4
jt305_013.datx,A,1.65,10407,30176,0.0,0.0,10615,50,jt305,0.518,5.698,-0.075,3.432,14740,26259,0.461,0.177,-1.843,0.239,0.001,0.113,5
jt305_016.datx,A,2.01,10432,30191,0.0,0.0,10620,50,jt305,-0.126,6.155,-0.887,3.43,14740,26259,-0.199,0.238,-0.201,0.338,0.143,0.121,6
jt305_019.datx,A,2.37,10479,30202,0.0,0.0,10638,50,jt305,-0.26,6.579,-1.107,3.424,14740,26259,-0.271,0.247,0.572,0.437,0.285,0.126,7
